TF	M1	M2	M3	M4	M5	M6	M7
THRA	0.24818727535656865	-1.0242728805054053	-1.5208410151355243	-0.7861675911928498	-0.2697859422177357	-1.4927894693524473	-1.0004154390747932
THRB	0.6494377773254405	-1.3032184671899911	-1.5208410151355243	-1.2484659620808498	-1.958486295894726	-0.3416269440131934	-0.4578162345277873
TP53	-0.9900366813070639	-0.9152890614250496	-0.6312645309669757	-1.0804484596723622	-1.5110794623791817	-0.24297239327443815	-1.386932043643891
TP63	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.8851236558051812	1.520505697698336	-0.8984587651954001
TP73	-1.6169531538284387	-1.5849481079737007	1.7324506517673048	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TRIM28	-1.433616088796866	-1.3520379751633567	-0.5546361747141187	-0.9016902665743735	-1.331570154615068	-1.1607487328894726	-0.03157651480443792
TWIST1	-0.9504064404749827	0.6680091886035785	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.5793942639390733
TWIST2	-0.972842302177043	0.18172484431779448	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.9927311703080992
USF1	0.18508541750429522	-0.8011599398457196	-1.5208410151355243	-1.2484659620808498	-1.9101639328513373	0.33736988891853864	-1.386932043643891
USF2	-1.6169531538284387	-1.4734614231315035	-1.1963116205637925	-0.5858907844745299	0.549010387181322	-0.8210043370646792	-1.386932043643891
VDR	1.111565507273388	-0.2968216478403846	-0.7311269724870897	-1.2484659620808498	-1.9860930652996192	-1.3675697923810983	-1.386932043643891
XBP1	-1.1116056949076638	-1.5849481079737007	-1.5208410151355243	-1.237490777817382	-1.9004161013946232	-1.3180923929299615	2.287274685901367
YY1	-0.8938226040398465	-1.247927001431169	-1.5208410151355243	-0.4021736858260688	0.17953629677358193	-1.0147661534448023	-1.386932043643891
ZBTB3	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.050901457054436286	0.6051985523481297	-1.0192244915666562	-1.3869320435506993
ZBTB33	-0.7772197303746118	-1.5849481079737007	-0.7472455426537606	-0.6052999133037248	-0.08143045788324416	-1.289782612917231	-1.386932043643891
ZBTB49	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZBTB6	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.24843969687802708	1.596683419178721	-1.4927894693524473	-1.386932043643891
ZBTB7A	2.871236966705274	-0.5125576415059143	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZBTB7B	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZBTB7C	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.6434683324702165	2.15266724489514	-1.4927894693524473	-1.386932043643891
ZEB1	0.8056319669389603	0.24630958825466925	-0.7753214508205147	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643776
ZFP3	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZFP42	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	0.12691475740482605	1.0373750009035354	-1.4927894693524473	-1.386932043643891
ZFX	0.7864357305345718	-1.110167029888518	0.003892301633614798	-1.2484659620808498	-1.9860930652996192	-1.3933440376458321	-1.386932043598417
ZIC1	2.6925873315507003	-1.075995973749818	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.457198946598561	-0.8296679941954127
ZIC2	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	2.0593824057163395	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZIC3	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-0.22152555189946685	1.5109264910437723	-1.4927894693524473	-1.386932043643891
ZNF281	0.5020990801272206	-1.5849481079737007	-1.5208410151355243	-0.775194424923477	-0.2162256330496928	-1.150947499538264	-1.2070378601556597
ZNF35	-1.6169531538284387	2.157281423301716	-1.5208410151355243	-1.2484659620808498	-1.985152855287606	-1.4927894693524473	-0.13749665910420342
ZNF354C	1.8214144945639252	0.4694038200702187	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZNF415	0.0764756180376896	-1.2476164951228867	-1.5208410151355243	-0.6110805348137945	0.30019825985293647	-1.4927894693524473	-1.3869228877056463
ZNF423	-1.6169531538284387	-1.5849481079737007	-1.5208410151355243	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
ZNF691	-0.38536626146185393	-1.0717201854350786	-1.5208410151355243	-1.1449323211882165	-1.5794893940400192	-0.3429374693534991	-0.31225310608814294
ZNF711	-1.6169531538284387	-1.5849481079737007	-1.0597744393246338	-0.3699365110781697	0.49871688976559586	-1.0825975657926865	-1.386932043643891
ZNF740	0.09694511974025441	-1.5849481079737007	-0.25308929345966247	-1.2484659620808498	-1.930494303080873	-0.40870171112746373	-1.386932043643891
ZSCAN22	-0.5964944827612064	-1.2571352419767605	-1.5208410151355243	-1.2484659620808498	-1.950763492097305	-0.13494149229166744	0.17216181506171435
TOX	-0.958534608212151	-0.7033432623714142	-1.5208410151355243	-0.7041298682989027	-0.7009791909477612	-1.4927894693524473	-0.07642481745464834
TOX2	-1.6169531538284387	-1.5849481079737007	1.7067644564664397	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	-1.386932043643891
TOX3	-0.9605504854027593	-0.6982885964124685	-1.5208410151355243	-0.71019045738783	-0.7170322206321237	-1.4927894693524473	-0.05778394218500765
TOX4	-0.8127360186162973	-0.3861503251347619	-0.6941030623287195	-1.2484659620808498	-1.9860930652996192	-1.4927894693524473	0.26101469123246
